record_time,air_pres,air_temp,water_temp,wind_dir,wind_speed
2014-03-08 09:04:01,1024.2,0.5,4.6,144.0,1.6
2014-03-08 09:05:01,1024.2,0.4,4.6,139.0,1.9
2014-03-08 09:06:01,1024.2,0.5,4.6,142.0,1.3
2014-03-08 09:07:01,1024.2,0.4,4.6,142.0,1.6
2014-03-08 09:08:01,1024.2,0.5,4.6,139.0,1.7
2014-03-08 09:09:01,1024.2,0.5,4.6,138.0,1.4
2014-03-08 09:10:01,1024.2,0.6,4.6,136.0,1.3
2014-03-08 09:11:01,1024.2,0.6,4.6,140.0,1.2
2014-03-08 09:12:01,1024.2,0.6,4.6,144.0,1.2
2014-03-08 09:13:01,1024.2,0.6,4.6,134.0,1.3
2014-03-08 09:14:01,1024.2,0.6,4.6,130.0,1.1
2014-03-08 09:15:01,1024.2,0.7,4.6,137.0,1.0
2014-03-08 09:16:01,1024.2,0.7,4.6,143.0,1.2
2014-03-08 09:17:01,1024.2,0.7,4.6,146.0,1.3
2014-03-08 09:18:01,1024.0,0.8,4.6,140.0,1.3
2014-03-08 09:19:01,1024.0,0.8,4.6,161.0,1.6
2014-03-08 09:20:01,1024.0,0.8,4.6,163.0,1.5
2014-03-08 09:21:01,1024.0,0.7,4.6,161.0,1.7
2014-03-08 09:22:01,1024.0,0.7,4.6,167.0,1.7
2014-03-08 09:23:01,1024.0,0.8,4.6,170.0,1.3
2014-03-08 09:24:01,1024.0,0.8,4.6,167.0,1.7
2014-03-08 09:25:01,1024.0,0.7,4.6,148.0,1.7
2014-03-08 09:26:01,1024.0,0.8,4.6,146.0,1.7
2014-03-08 09:27:01,1024.0,0.8,4.6,163.0,1.4
2014-03-08 09:28:01,1024.0,0.8,4.6,160.0,1.5
2014-03-08 09:29:01,1024.0,0.9,4.6,151.0,1.3
2014-03-08 09:30:01,1024.0,0.8,4.6,152.0,1.4
2014-03-08 09:31:01,1024.0,0.9,4.6,156.0,1.5
2014-03-08 09:32:01,1024.0,1.0,4.6,175.0,1.4
2014-03-08 09:33:01,1024.0,1.0,4.6,163.0,1.7
2014-03-08 09:34:01,1024.0,1.1,4.6,170.0,1.2
2014-03-08 09:35:01,1024.0,1.0,4.6,159.0,1.6
2014-03-08 09:36:01,1024.0,1.0,4.6,157.0,1.1
2014-03-08 09:37:01,1024.0,1.0,4.6,155.0,1.2
2014-03-08 09:38:01,1024.0,1.0,4.6,158.0,1.4
2014-03-08 09:39:01,1024.0,1.0,4.6,139.0,1.3
2014-03-08 09:40:01,1023.8,1.1,4.6,147.0,1.2
2014-03-08 09:41:01,1024.0,1.1,4.6,161.0,1.6
2014-03-08 09:42:01,1024.0,1.2,4.6,174.0,1.0
2014-03-08 09:43:01,1023.8,1.2,4.6,177.0,1.0
2014-03-08 09:44:01,1023.8,1.2,4.6,175.0,1.2
2014-03-08 09:45:01,1023.8,1.3,4.6,171.0,1.1
2014-03-08 09:46:01,1024.0,1.3,4.6,177.0,1.1
2014-03-08 09:47:01,1023.8,1.4,4.6,186.0,1.0
2014-03-08 09:48:01,1023.8,1.4,4.6,184.0,1.6
2014-03-08 09:49:01,1023.8,1.4,4.6,184.0,1.2
2014-03-08 09:50:01,1023.8,1.4,4.6,188.0,1.3
2014-03-08 09:51:01,1024.5,1.6,4.6,183.0,1.0
2014-03-08 09:52:01,1023.7,1.6,4.1,181.0,0.6
2014-03-08 09:53:01,1024.0,1.5,4.2,181.0,0.6
2014-03-08 09:54:01,1023.8,1.5,4.2,195.0,0.6
2014-03-08 09:55:01,1024.2,1.5,4.3,196.0,0.6
2014-03-08 09:56:01,1024.0,1.5,4.3,200.0,0.9
2014-03-08 09:57:01,1024.2,1.5,4.3,205.0,1.3
2014-03-08 09:58:01,1024.2,1.4,4.3,203.0,1.5
2014-03-08 09:59:01,1024.0,1.3,4.3,202.0,1.4
2014-03-08 10:00:01,1024.0,1.3,4.3,206.0,1.4
2014-03-08 10:01:01,1024.2,1.4,4.3,206.0,1.4
2014-03-08 10:02:01,1024.0,1.3,4.3,209.0,1.4
2014-03-08 10:03:01,1024.2,1.3,4.3,212.0,1.7
2014-03-08 10:04:01,1024.2,1.4,4.3,217.0,1.5
2014-03-08 10:05:01,1024.0,1.4,4.3,221.0,1.3
2014-03-08 10:06:01,1024.2,1.4,4.3,210.0,1.5
2014-03-08 10:07:01,1024.2,1.5,4.3,190.0,1.5
2014-03-08 10:08:01,1024.0,1.4,4.3,195.0,1.8
2014-03-08 10:09:01,1024.0,1.4,4.3,199.0,1.4
2014-03-08 10:10:01,1024.0,1.3,4.6,199.0,1.4
2014-03-08 10:11:01,1024.0,1.4,4.6,203.0,1.1
2014-03-08 10:12:01,1023.8,1.5,4.6,191.0,1.4
2014-03-08 10:13:01,1023.8,1.4,4.6,199.0,1.6
2014-03-08 10:14:01,1024.0,1.4,4.6,187.0,2.0
2014-03-08 10:15:01,1024.0,1.3,4.6,199.0,2.0
2014-03-08 10:16:01,1024.0,1.4,4.6,205.0,1.6
2014-03-08 10:17:01,1024.0,1.3,4.6,199.0,1.8
2014-03-08 10:18:01,1024.0,1.3,4.6,201.0,1.6
2014-03-08 10:19:01,1023.8,1.4,4.6,209.0,1.2
2014-03-08 10:20:01,1024.0,1.4,4.6,195.0,1.6
2014-03-08 10:21:01,1024.0,1.4,4.6,193.0,1.7
2014-03-08 10:22:01,1024.0,1.4,4.6,193.0,2.3
2014-03-08 10:23:01,1024.0,1.4,4.6,195.0,1.7
2014-03-08 10:24:01,1024.0,1.4,4.6,200.0,1.8
2014-03-08 10:25:01,1023.8,1.3,4.6,199.0,2.3
2014-03-08 10:26:01,1024.0,1.4,4.6,197.0,2.0
2014-03-08 10:27:01,1023.8,1.4,4.6,203.0,2.0
2014-03-08 10:28:01,1023.8,1.4,4.6,195.0,2.0
2014-03-08 10:29:01,1023.8,1.4,4.6,196.0,1.8
2014-03-08 10:30:01,1023.8,1.4,4.6,198.0,2.1
2014-03-08 10:31:01,1024.0,1.4,4.6,188.0,2.2
2014-03-08 10:32:01,1023.8,1.5,4.6,183.0,1.9
2014-03-08 10:33:01,1023.8,1.5,4.6,189.0,2.0
2014-03-08 10:34:01,1023.8,1.5,4.6,191.0,1.7
2014-03-08 10:35:01,1023.8,1.5,4.6,191.0,2.0
2014-03-08 10:36:01,1023.8,1.5,4.6,190.0,1.7
2014-03-08 10:37:01,1023.8,1.4,4.6,198.0,1.7
2014-03-08 10:38:01,1023.8,1.5,4.6,194.0,2.1
2014-03-08 10:39:01,1023.8,1.5,4.6,195.0,1.9
2014-03-08 10:40:01,1023.8,1.6,4.6,191.0,1.7
2014-03-08 10:41:01,1023.8,1.7,4.6,187.0,1.6
2014-03-08 10:42:01,1023.8,1.7,4.6,180.0,1.4
2014-03-08 10:43:01,1023.8,1.7,4.6,189.0,2.0
2014-03-08 10:44:01,1023.8,1.7,4.6,193.0,1.7
2014-03-08 10:45:01,1023.8,1.6,4.6,194.0,1.7
2014-03-08 10:46:01,1023.8,1.7,4.6,200.0,1.8
2014-03-08 10:47:01,1023.8,1.6,4.6,189.0,2.0
2014-03-08 10:48:01,1023.8,1.5,4.6,198.0,2.0
2014-03-08 10:49:01,1023.8,1.5,4.6,197.0,2.0
2014-03-08 10:50:01,1023.8,1.5,4.6,196.0,1.7
2014-03-08 10:51:01,1023.8,1.6,4.6,197.0,1.5
2014-03-08 10:52:01,1023.8,1.6,4.6,192.0,1.9
2014-03-08 10:53:01,1023.8,1.7,4.6,189.0,1.5
2014-03-08 10:54:01,1023.8,1.8,4.6,175.0,1.6
2014-03-08 10:55:01,1023.8,1.8,4.6,175.0,1.7
2014-03-08 10:56:01,1023.7,1.8,4.6,185.0,1.8
2014-03-08 10:57:01,1023.7,1.8,4.6,185.0,2.5
2014-03-08 10:58:01,1023.7,1.9,4.6,182.0,2.1
2014-03-08 10:59:01,1023.7,1.9,4.6,180.0,2.0
2014-03-08 11:00:01,1023.7,1.9,4.6,176.0,2.0
2014-03-08 11:01:01,1023.7,1.9,4.6,162.0,1.7
2014-03-08 11:02:01,1023.7,2.0,4.6,175.0,2.0
2014-03-08 11:03:01,1023.7,1.9,4.6,177.0,2.0
2014-03-08 11:04:01,1023.7,1.9,4.6,172.0,2.0
2014-03-08 11:05:01,1023.7,1.9,4.6,178.0,1.9
2014-03-08 11:06:01,1023.7,2.0,4.6,190.0,1.2
2014-03-08 11:07:01,1023.7,2.1,4.6,184.0,1.7
2014-03-08 11:08:01,1023.7,2.1,4.6,178.0,1.9
2014-03-08 11:09:01,1023.7,2.1,4.6,176.0,2.0
2014-03-08 11:10:01,1023.7,2.1,4.6,177.0,2.5
2014-03-08 11:11:01,1023.8,2.1,4.6,180.0,2.2
2014-03-08 11:12:01,1023.8,2.2,4.6,180.0,1.7
2014-03-08 11:13:01,1023.8,2.1,4.6,184.0,2.4
2014-03-08 11:14:01,1023.7,2.1,4.6,180.0,2.1
2014-03-08 11:15:01,1023.8,2.0,4.6,191.0,2.0
2014-03-08 11:16:01,1023.8,2.0,4.6,184.0,2.2
2014-03-08 11:17:01,1023.8,2.0,4.6,200.0,1.6
2014-03-08 11:18:01,1023.8,2.1,4.6,180.0,2.2
2014-03-08 11:19:01,1023.8,2.1,4.6,181.0,2.4
2014-03-08 11:20:01,1023.8,2.1,4.6,183.0,2.7
2014-03-08 11:21:01,1023.8,2.0,4.6,199.0,2.4
2014-03-08 11:22:01,1023.8,2.0,4.6,187.0,2.0
2014-03-08 11:23:01,1023.8,2.0,4.6,180.0,2.2
2014-03-08 11:24:01,1023.8,2.1,4.6,181.0,2.4
2014-03-08 11:25:01,1023.8,1.9,4.6,193.0,2.1
2014-03-08 11:26:01,1023.8,2.0,4.6,188.0,2.5
2014-03-08 11:27:01,1023.8,2.0,4.6,173.0,2.6
2014-03-08 11:28:01,1023.8,2.1,4.6,188.0,3.0
2014-03-08 11:29:01,1023.8,2.1,4.6,185.0,2.8
2014-03-08 11:30:01,1024.0,2.1,4.6,192.0,2.5
2014-03-08 11:31:01,1023.8,2.1,4.6,192.0,2.4
2014-03-08 11:32:01,1023.8,2.0,4.6,203.0,2.4
2014-03-08 11:33:01,1023.8,2.1,4.6,216.0,1.7
2014-03-08 11:34:01,1023.8,2.1,4.6,197.0,2.0
2014-03-08 11:35:01,1023.8,2.1,4.6,196.0,2.2
2014-03-08 11:36:01,1023.8,2.2,4.6,195.0,2.0
2014-03-08 11:37:01,1023.8,2.2,4.6,184.0,1.9
2014-03-08 11:38:01,1023.8,2.2,4.6,172.0,2.2
2014-03-08 11:39:01,1023.8,2.2,4.6,164.0,2.2
2014-03-08 11:40:01,1023.8,2.3,4.6,177.0,3.2
2014-03-08 11:41:01,1023.7,2.3,4.6,181.0,2.7
2014-03-08 11:42:01,1023.7,2.1,4.6,177.0,2.8
2014-03-08 11:43:01,1023.7,2.1,4.6,168.0,3.0
2014-03-08 11:44:01,1023.7,2.2,4.6,169.0,2.6
2014-03-08 11:45:01,1023.7,2.4,4.6,183.0,2.4
2014-03-08 11:46:01,1023.7,2.2,4.6,200.0,2.6
2014-03-08 11:47:01,1023.7,2.3,4.7,192.0,2.5
2014-03-08 11:48:01,1023.7,2.3,4.7,197.0,2.8
2014-03-08 11:49:01,1023.7,2.4,4.7,185.0,2.0
2014-03-08 11:50:01,1023.7,2.5,4.7,175.0,2.4
2014-03-08 11:51:01,1023.7,2.5,4.7,185.0,2.1
2014-03-08 11:52:01,1023.7,2.3,4.7,168.0,2.7
2014-03-08 11:53:01,1023.7,2.3,4.7,175.0,2.9
2014-03-08 11:54:01,1023.7,2.3,4.7,191.0,3.2
2014-03-08 11:55:01,1023.7,2.4,4.7,191.0,2.7
2014-03-08 11:56:01,1023.7,2.4,4.7,182.0,2.7
2014-03-08 11:57:01,1023.7,2.1,4.7,193.0,3.5
2014-03-08 11:58:01,1023.7,2.2,4.7,209.0,2.2
2014-03-08 11:59:01,1023.7,2.2,4.7,191.0,2.6
2014-03-08 12:00:01,1023.7,2.2,4.7,207.0,3.0
2014-03-08 12:01:01,1023.7,2.1,4.7,212.0,2.7
2014-03-08 12:02:01,1023.7,2.1,4.7,227.0,2.4
2014-03-08 12:03:01,1023.7,2.2,4.7,229.0,2.1
2014-03-08 12:04:01,1023.7,2.1,4.7,212.0,2.7
2014-03-08 12:05:01,1023.7,2.1,4.7,208.0,3.2
2014-03-08 12:06:01,1023.7,2.2,4.7,210.0,2.9
2014-03-08 12:07:01,1023.7,2.1,4.7,217.0,3.1
2014-03-08 12:08:01,1023.7,2.2,4.7,236.0,3.1
2014-03-08 12:09:01,1023.7,2.2,4.7,220.0,3.0
2014-03-08 12:10:01,1023.7,2.3,4.7,208.0,3.1
2014-03-08 12:11:01,1023.8,2.3,4.7,209.0,3.1
2014-03-08 12:12:01,1023.8,2.3,4.7,208.0,2.4
2014-03-08 12:13:01,1023.7,2.3,4.7,217.0,2.4
2014-03-08 12:14:01,1023.7,2.4,4.7,213.0,2.9
2014-03-08 12:15:01,1023.7,2.1,4.7,243.0,4.5
2014-03-08 12:16:01,1023.7,2.2,4.7,247.0,3.6
2014-03-08 12:17:01,1023.7,2.1,4.7,238.0,3.9
2014-03-08 12:18:01,1023.7,2.1,4.7,233.0,3.6
2014-03-08 12:19:01,1023.7,2.2,4.7,235.0,3.1
2014-03-08 12:20:01,1023.7,2.2,4.7,240.0,3.8
2014-03-08 12:21:01,1023.7,2.1,4.7,244.0,4.0
2014-03-08 12:22:01,1023.7,2.0,4.7,231.0,3.9
2014-03-08 12:23:01,1023.7,2.2,4.7,229.0,3.6
2014-03-08 12:24:01,1023.7,2.1,4.7,241.0,4.6
2014-03-08 12:25:01,1023.7,2.1,4.7,241.0,4.7
2014-03-08 12:26:01,1023.7,2.2,4.7,244.0,4.3
2014-03-08 12:27:01,1023.8,2.2,4.7,251.0,4.9
2014-03-08 12:28:01,1023.7,2.1,4.7,244.0,4.4
2014-03-08 12:29:01,1023.7,2.1,4.7,243.0,4.7
2014-03-08 12:30:01,1023.8,2.1,4.7,249.0,4.8
2014-03-08 12:31:01,1023.7,2.1,4.7,243.0,4.7
2014-03-08 12:32:01,1023.7,2.1,4.7,240.0,4.7
2014-03-08 12:33:01,1023.7,2.1,4.7,238.0,4.5
2014-03-08 12:34:01,1023.7,2.1,4.7,243.0,4.8
2014-03-08 12:35:01,1023.7,2.1,4.7,244.0,5.3
2014-03-08 12:36:01,1023.7,2.2,4.7,240.0,4.5
2014-03-08 12:37:01,1023.5,2.2,4.7,244.0,4.8
2014-03-08 12:38:01,1023.5,2.1,4.7,242.0,4.8
2014-03-08 12:39:01,1023.5,2.2,4.7,233.0,4.5
2014-03-08 12:40:01,1023.5,2.3,4.7,232.0,4.1
2014-03-08 12:41:01,1023.5,2.3,4.7,235.0,4.8
2014-03-08 12:42:01,1023.5,2.3,4.7,241.0,4.9
2014-03-08 12:43:01,1023.5,2.3,4.7,235.0,4.7
2014-03-08 12:44:01,1023.5,2.3,4.7,241.0,5.3
2014-03-08 12:45:01,1023.3,2.2,4.7,246.0,5.6
2014-03-08 12:46:01,1023.5,2.3,4.7,249.0,5.4
2014-03-08 12:47:01,1023.3,2.3,4.7,257.0,5.2
2014-03-08 12:48:01,1023.3,2.3,4.7,264.0,5.7
2014-03-08 12:49:01,1023.3,2.3,4.7,261.0,5.8
2014-03-08 12:50:01,1023.3,2.2,4.7,254.0,5.4
2014-03-08 12:51:01,1023.3,2.4,4.7,252.0,5.2
2014-03-08 12:52:01,1023.2,2.4,4.7,261.0,5.5
2014-03-08 12:53:01,1023.2,2.2,4.7,262.0,5.5
2014-03-08 12:54:01,1023.2,2.4,4.7,253.0,5.0
2014-03-08 12:55:01,1023.2,2.2,4.7,258.0,5.5
2014-03-08 12:56:01,1023.3,2.3,4.7,254.0,5.4
2014-03-08 12:57:01,1023.3,2.4,4.7,257.0,5.5
2014-03-08 12:58:01,1023.3,2.4,4.7,256.0,5.8
2014-03-08 12:59:01,1023.3,2.3,4.7,262.0,5.5
2014-03-08 13:00:01,1023.3,2.3,4.7,259.0,5.5
2014-03-08 13:01:01,1023.3,2.4,4.7,262.0,5.5
2014-03-08 13:02:01,1023.3,2.4,4.7,261.0,5.3
2014-03-08 13:03:01,1023.2,2.5,4.7,258.0,4.5
2014-03-08 13:04:01,1023.2,2.4,4.7,261.0,4.9
2014-03-08 13:05:01,1023.2,2.5,4.7,258.0,4.8
2014-03-08 13:06:01,1023.2,2.4,4.7,268.0,4.8
2014-03-08 13:07:01,1023.2,2.4,4.7,264.0,4.6
2014-03-08 13:08:01,1023.2,2.5,4.7,265.0,4.2
2014-03-08 13:09:01,1023.2,2.5,4.7,261.0,4.8
2014-03-08 13:10:01,1023.0,2.5,4.7,260.0,4.5
2014-03-08 13:11:01,1023.0,2.4,4.7,266.0,4.8
2014-03-08 13:12:01,1023.0,2.4,4.7,273.0,5.2
2014-03-08 13:13:01,1023.0,2.4,4.7,264.0,5.2
2014-03-08 13:14:01,1023.0,2.5,4.7,264.0,4.5
2014-03-08 13:15:01,1023.0,2.5,4.7,258.0,4.9
2014-03-08 13:16:01,1022.8,2.5,4.7,255.0,5.2
2014-03-08 13:17:01,1023.0,2.5,4.7,266.0,4.8
2014-03-08 13:18:01,1022.8,2.5,4.7,260.0,4.7
2014-03-08 13:19:01,1022.8,2.5,4.7,265.0,4.4
2014-03-08 13:20:01,1022.8,2.5,4.7,268.0,4.7
2014-03-08 13:21:01,1022.8,2.5,4.7,265.0,4.7
2014-03-08 13:22:01,1022.8,2.5,4.7,264.0,5.1
2014-03-08 13:23:01,1022.8,2.5,4.7,260.0,5.1
2014-03-08 13:24:01,1022.7,2.4,4.7,273.0,5.1
2014-03-08 13:25:01,1022.7,2.4,4.7,275.0,4.4
2014-03-08 13:26:01,1022.7,2.3,4.7,279.0,4.1
2014-03-08 13:27:01,1022.7,2.4,4.7,270.0,4.1
2014-03-08 13:28:01,1022.7,2.5,4.7,271.0,4.8
2014-03-08 13:29:01,1022.7,2.4,4.7,270.0,5.2
2014-03-08 13:30:01,1022.7,2.5,4.7,264.0,5.2
2014-03-08 13:31:01,1022.5,2.4,4.7,269.0,5.0
2014-03-08 13:32:01,1022.5,2.4,4.8,271.0,4.7
2014-03-08 13:33:01,1022.5,2.5,4.8,267.0,4.5
2014-03-08 13:34:01,1022.3,2.5,4.8,269.0,5.1
2014-03-08 13:35:01,1022.3,2.5,4.8,264.0,5.0
2014-03-08 13:36:01,1022.3,2.4,4.8,265.0,4.7
2014-03-08 13:37:01,1022.3,2.4,4.8,272.0,5.1
2014-03-08 13:38:01,1022.5,2.5,4.8,267.0,4.8
2014-03-08 13:39:01,1022.5,2.5,4.8,270.0,4.8
2014-03-08 13:40:01,1022.5,2.5,4.8,269.0,4.7
2014-03-08 13:41:01,1022.5,2.6,4.8,270.0,4.5
2014-03-08 13:42:01,1022.5,2.6,4.8,262.0,4.5
2014-03-08 13:43:01,1022.5,2.5,4.8,260.0,4.8
2014-03-08 13:44:01,1022.3,2.6,4.8,258.0,4.4
2014-03-08 13:45:01,1022.3,2.7,4.8,259.0,4.5
2014-03-08 13:46:01,1022.3,2.5,4.8,264.0,4.9
2014-03-08 13:47:01,1022.3,2.6,4.8,255.0,4.9
2014-03-08 13:48:01,1022.3,2.6,4.8,259.0,4.8
2014-03-08 13:49:01,1022.3,2.6,4.8,264.0,4.5
2014-03-08 13:50:01,1022.3,2.6,4.8,250.0,4.4
2014-03-08 13:51:01,1022.1,2.6,4.8,252.0,4.3
2014-03-08 13:52:01,1022.1,2.6,4.8,252.0,4.4
2014-03-08 13:53:01,1022.1,2.6,4.8,254.0,5.1
2014-03-08 13:54:01,1022.3,2.5,4.8,254.0,5.1
2014-03-08 13:55:01,1022.1,2.5,4.8,253.0,5.0
2014-03-08 13:56:01,1022.1,2.5,4.8,248.0,5.4
2014-03-08 13:57:01,1022.1,2.5,4.8,252.0,5.2
2014-03-08 13:58:01,1022.1,2.5,4.8,248.0,5.2
2014-03-08 13:59:01,1022.1,2.7,4.8,253.0,5.1
2014-03-08 14:00:01,1022.1,2.5,4.8,257.0,5.0
2014-03-08 14:01:01,1022.1,2.6,4.8,250.0,4.7
2014-03-08 14:02:01,1022.0,2.7,4.8,252.0,4.5
2014-03-08 14:03:01,1022.0,2.6,4.8,252.0,5.0
2014-03-08 14:04:01,1022.0,2.6,4.8,254.0,5.0
2014-03-08 14:05:01,1022.0,2.7,4.8,246.0,5.0
2014-03-08 14:06:01,1022.0,2.6,4.8,252.0,5.0
2014-03-08 14:07:01,1022.0,2.7,4.8,258.0,4.9
2014-03-08 14:08:01,1021.8,2.5,4.8,244.0,4.9
2014-03-08 14:09:01,1021.8,2.6,4.8,246.0,4.7
2014-03-08 14:10:01,1021.8,2.6,4.8,245.0,4.8
2014-03-08 14:11:01,1021.8,2.5,4.8,242.0,4.8
2014-03-08 14:12:01,1021.8,2.6,4.8,245.0,4.8
2014-03-08 14:13:01,1021.8,2.7,4.8,257.0,4.8
2014-03-08 14:14:01,1021.8,2.6,4.8,250.0,4.8
2014-03-08 14:15:01,1021.6,2.7,4.9,252.0,5.2
2014-03-08 14:16:01,1021.6,2.6,4.9,255.0,4.8
2014-03-08 14:17:01,1021.6,2.5,4.9,249.0,5.2
2014-03-08 14:18:01,1021.6,2.7,4.9,255.0,5.1
2014-03-08 14:19:01,1021.8,2.6,4.9,252.0,4.8
2014-03-08 14:20:01,1021.6,2.5,4.9,246.0,5.0
2014-03-08 14:21:01,1021.6,2.5,4.9,250.0,5.5
2014-03-08 14:22:01,1021.6,2.5,4.9,245.0,5.0
2014-03-08 14:23:01,1021.6,2.6,4.9,242.0,4.8
2014-03-08 14:24:01,1021.6,2.7,4.9,244.0,5.0
2014-03-08 14:25:01,1021.6,2.6,4.9,251.0,5.4
2014-03-08 14:26:01,1021.6,2.7,4.9,247.0,5.0
2014-03-08 14:27:01,1021.6,2.7,4.9,248.0,5.1
2014-03-08 14:28:01,1021.6,2.7,4.9,245.0,5.2
2014-03-08 14:29:01,1021.5,2.6,4.9,243.0,5.2
2014-03-08 14:30:01,1021.5,2.8,4.9,251.0,5.2
2014-03-08 14:31:01,1021.5,2.7,4.9,244.0,4.8
2014-03-08 14:32:01,1021.5,2.7,4.9,249.0,4.9
2014-03-08 14:33:01,1021.5,2.7,4.9,249.0,5.5
2014-03-08 14:34:01,1021.5,2.7,4.9,247.0,5.4
2014-03-08 14:35:01,1021.5,2.6,4.9,251.0,5.5
2014-03-08 14:36:01,1021.5,2.7,4.9,249.0,5.1
2014-03-08 14:37:01,1021.5,2.8,4.9,248.0,5.0
2014-03-08 14:38:01,1021.5,2.6,4.9,253.0,5.7
